"entity_type","name","alt_names","slug","category","subcategory","short_description","long_description","key_facts","real_world_basis","first_shown_in","first_shown_date","confirmed_status","source_tier","source_url","source_date","confidence","official_image_exists","related_entities","search_terms","notes"
"landmark","Bocamar Bridge","","bocamar-bridge","bridge","","Bocamar Bridge is a bridge listed for GTA 6 on the GTA Fandom wiki.","Bocamar Bridge appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a bridge. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: bridge;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bocamar_Bridge","2026-09-13","LOW","NO","","gta 6 bocamar bridge;bocamar bridge gta 6;where is bocamar bridge gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Bohemia","","bohemia","","","Bohemia is a place listed for GTA 6 on the GTA Fandom wiki.","Bohemia appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bohemia","2026-09-13","LOW","NO","","gta 6 bohemia;bohemia gta 6;where is bohemia gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Boone Speedway","","boone-speedway","","","Boone Speedway is a place listed for GTA 6 on the GTA Fandom wiki.","Boone Speedway appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Boone_Speedway","2026-09-13","LOW","NO","","gta 6 boone speedway;boone speedway gta 6;where is boone speedway gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Brian's Boat Works & Marina","","brians-boat-works-marina","marina","","Brian's Boat Works & Marina is a marina listed for GTA 6 on the GTA Fandom wiki.","Brian's Boat Works & Marina appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a marina. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: marina;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Brian's_Boat_Works_%26_Marina","2026-09-13","LOW","NO","","gta 6 brian's boat works & marina;brian's boat works & marina gta 6;where is brian's boat works & marina gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Burnout Scooters","","burnout-scooters","dealership","","Burnout Scooters is a dealership listed for GTA 6 on the GTA Fandom wiki.","Burnout Scooters appear on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a dealership. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: dealership;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Burnout_Scooters","2026-09-13","LOW","NO","","gta 6 burnout scooters;burnout scooters gta 6;where is burnout scooters gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Capri","","capri","","","Capri is a place listed for GTA 6 on the GTA Fandom wiki.","Capri appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Capri","2026-09-13","LOW","NO","","gta 6 capri;capri gta 6;where is capri gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Car Wash","","car-wash","carwash","","Car Wash is a carwash listed for GTA 6 on the GTA Fandom wiki.","Car Wash appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a carwash. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: carwash;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Car_Wash_(Port_Gellhorn)","2026-09-13","LOW","NO","","gta 6 car wash;car wash gta 6;where is car wash gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Chip's Body Shop","","chips-body-shop","mod shop","","Chip's Body Shop is a mod shop listed for GTA 6 on the GTA Fandom wiki.","Chip's Body Shop appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a mod shop. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: mod shop;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Chip's_Body_Shop","2026-09-13","LOW","NO","","gta 6 chip's body shop;chip's body shop gta 6;where is chip's body shop gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Cipher Mall","","cipher-mall","shopping center","","Cipher Mall is a shopping center listed for GTA 6 on the GTA Fandom wiki.","Cipher Mall appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a shopping center. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: shopping center;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Cipher_Mall","2026-09-13","LOW","NO","","gta 6 cipher mall;cipher mall gta 6;where is cipher mall gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Cordelia Hotel","","cordelia-hotel","hotel","","Cordelia Hotel is a hotel listed for GTA 6 on the GTA Fandom wiki.","Cordelia Hotel appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a hotel. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: hotel;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Cordelia_Hotel","2026-09-13","LOW","NO","","gta 6 cordelia hotel;cordelia hotel gta 6;where is cordelia hotel gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Cortez Hotel","","cortez-hotel","hotel","","Cortez Hotel is a hotel listed for GTA 6 on the GTA Fandom wiki.","Cortez Hotel appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a hotel. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: hotel;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Cortez_Hotel","2026-09-13","LOW","NO","","gta 6 cortez hotel;cortez hotel gta 6;where is cortez hotel gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Crescent","","crescent","","","Crescent is a place listed for GTA 6 on the GTA Fandom wiki.","Crescent appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Crescent_(GTA_VI)","2026-09-13","LOW","NO","","gta 6 crescent;crescent gta 6;where is crescent gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Crossroad Park Minimall","","crossroad-park-minimall","shopping center","","Crossroad Park Minimall is a shopping center listed for GTA 6 on the GTA Fandom wiki.","Crossroad Park Minimall appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a shopping center. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: shopping center;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Crossroad_Park_Minimall","2026-09-13","LOW","NO","","gta 6 crossroad park minimall;crossroad park minimall gta 6;where is crossroad park minimall gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Daiquiri Republic","","daiquiri-republic","","","Daiquiri Republic is a place listed for GTA 6 on the GTA Fandom wiki.","Daiquiri Republic appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Daiquiri_Republic","2026-09-13","LOW","NO","","gta 6 daiquiri republic;daiquiri republic gta 6;where is daiquiri republic gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Delights Cabaret","","delights-cabaret","strip club","","Delights Cabaret is a strip club listed for GTA 6 on the GTA Fandom wiki.","Delights Cabaret appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a strip club. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: strip club;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Delights","2026-09-13","LOW","NO","","gta 6 delights cabaret;delights cabaret gta 6;where is delights cabaret gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Dominion Hotel","","dominion-hotel","hotel","","Dominion Hotel is a hotel listed for GTA 6 on the GTA Fandom wiki.","Dominion Hotel appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a hotel. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: hotel;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Dominion_Hotel","2026-09-13","LOW","NO","","gta 6 dominion hotel;dominion hotel gta 6;where is dominion hotel gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","E. Eagle","","e-eagle","sign","","E. Eagle is a sign listed for GTA 6 on the GTA Fandom wiki.","E. Eagle appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a sign. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: sign;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/E._Eagle","2026-09-13","LOW","NO","","gta 6 e. eagle;e. eagle gta 6;where is e. eagle gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","East Key","","east-key","","","East Key is a place listed for GTA 6 on the GTA Fandom wiki.","East Key appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki gives no place type for it. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: not given;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/East_Key","2026-09-13","LOW","NO","","gta 6 east key;east key gta 6;where is east key gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Easy Inn","","easy-inn","hotel","","Easy Inn is a hotel listed for GTA 6 on the GTA Fandom wiki.","Easy Inn appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a hotel. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: hotel;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Easy_Inn","2026-09-13","LOW","NO","","gta 6 easy inn;easy inn gta 6;where is easy inn gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Firefly Plaza","","firefly-plaza","apartment","","Firefly Plaza is a apartment listed for GTA 6 on the GTA Fandom wiki.","Firefly Plaza appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a apartment. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: apartment;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Firefly_Plaza","2026-09-13","LOW","NO","","gta 6 firefly plaza;firefly plaza gta 6;where is firefly plaza gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Fleeca Field","","fleeca-field","stadium","","Fleeca Field is a stadium listed for GTA 6 on the GTA Fandom wiki.","Fleeca Field appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a stadium. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: stadium;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Fleeca_Field","2026-09-13","LOW","NO","","gta 6 fleeca field;fleeca field gta 6;where is fleeca field gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Gellhorn International Raceway","","gellhorn-international-raceway","racetrack","","Gellhorn International Raceway is a racetrack listed for GTA 6 on the GTA Fandom wiki.","Gellhorn International Raceway appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a racetrack. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: racetrack;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Gellhorn_International_Raceway","2026-09-13","LOW","NO","","gta 6 gellhorn international raceway;gellhorn international raceway gta 6;where is gellhorn international raceway gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"landmark","Gellhorn Roadhouse","","gellhorn-roadhouse","restaurant","","Gellhorn Roadhouse is a restaurant listed for GTA 6 on the GTA Fandom wiki.","Gellhorn Roadhouse appears on the GTA Fandom wiki as a Grand Theft Auto VI landmark. The wiki files it as a restaurant. It is a single site rather than an area. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: restaurant;Scope: single site;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Gellhorn_Roadhouse","2026-09-13","LOW","NO","","gta 6 gellhorn roadhouse;gellhorn roadhouse gta 6;where is gellhorn roadhouse gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
