"entity_type","name","alt_names","slug","category","subcategory","short_description","long_description","key_facts","real_world_basis","first_shown_in","first_shown_date","confirmed_status","source_tier","source_url","source_date","confidence","official_image_exists","related_entities","search_terms","notes"
"location","Kelly County","","kelly-county","county","","Kelly County is a county listed for GTA 6 on the GTA Fandom wiki.","Kelly County appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a county. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: county;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Kelly_County","2026-09-13","LOW","NO","","gta 6 kelly county;kelly county gta 6;where is kelly county gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Key Lento","","key-lento","town","","Key Lento is a town listed for GTA 6 on the GTA Fandom wiki.","Key Lento appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a town. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: town;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Key_Lento","2026-09-13","LOW","NO","","gta 6 key lento;key lento gta 6;where is key lento gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","La Perle","","la-perle","neighborhood","","La Perle is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","La Perle appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/La_Perle","2026-09-13","LOW","NO","","gta 6 la perle;la perle gta 6;where is la perle gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Lake Leonida","","lake-leonida","lake","","Lake Leonida is a lake listed for GTA 6 on the GTA Fandom wiki.","Lake Leonida appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a lake. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: lake;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Lake_Leonida","2026-09-13","LOW","NO","","gta 6 lake leonida;lake leonida gta 6;where is lake leonida gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Leaf Links","","leaf-links","neighborhood","","Leaf Links is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Leaf Links appear on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Leaf_Links_(HD_Universe)","2026-09-13","LOW","NO","","gta 6 leaf links;leaf links gta 6;where is leaf links gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Leonard County","","leonard-county","county","","Leonard County is a county listed for GTA 6 on the GTA Fandom wiki.","Leonard County appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a county. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: county;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Leonard_County","2026-09-13","LOW","NO","","gta 6 leonard county;leonard county gta 6;where is leonard county gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Mariana County","","mariana-county","county","","Mariana County is a county listed for GTA 6 on the GTA Fandom wiki.","Mariana County appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a county. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: county;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Mariana_County","2026-09-13","LOW","NO","","gta 6 mariana county;mariana county gta 6;where is mariana county gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Peacock Bay","","peacock-bay","neighborhood","","Peacock Bay is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Peacock Bay appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Peacock_Bay","2026-09-13","LOW","NO","","gta 6 peacock bay;peacock bay gta 6;where is peacock bay gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Rialto Islands","","rialto-islands","neighborhood","","Rialto Islands is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Rialto Islands appear on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Rialto_Islands","2026-09-13","LOW","NO","","gta 6 rialto islands;rialto islands gta 6;where is rialto islands gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Rockridge","","rockridge","neighborhood","","Rockridge is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Rockridge appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Rockridge","2026-09-13","LOW","NO","","gta 6 rockridge;rockridge gta 6;where is rockridge gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Southside","","southside","neighborhood","","Southside is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Southside appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Southside","2026-09-13","LOW","NO","","gta 6 southside;southside gta 6;where is southside gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","State of Gloriana","","state-of-gloriana","state","","State of Gloriana is a state listed for GTA 6 on the GTA Fandom wiki.","State of Gloriana appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a state. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: state;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/State_of_Gloriana","2026-09-13","LOW","NO","","gta 6 state of gloriana;state of gloriana gta 6;where is state of gloriana gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","State of Leonida","","state-of-leonida","state","","State of Leonida is a state listed for GTA 6 on the GTA Fandom wiki.","State of Leonida appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a state. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: state;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/State_of_Leonida","2026-09-13","LOW","NO","","gta 6 state of leonida;state of leonida gta 6;where is state of leonida gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Tequesta","","tequesta","neighborhood","","Tequesta is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Tequesta appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Tequesta","2026-09-13","LOW","NO","","gta 6 tequesta;tequesta gta 6;where is tequesta gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Tisha-Wocka","","tisha-wocka","neighborhood","","Tisha-Wocka is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Tisha-Wocka appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Tisha-Wocka","2026-09-13","LOW","NO","","gta 6 tisha-wocka;tisha-wocka gta 6;where is tisha-wocka gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Lummox County","","unnamed-lummox-county","county","","Lummox County is a county listed for GTA 6 on the GTA Fandom wiki.","Lummox County appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a county. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: county;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Unnamed_GTA_VI_northern_Leonida_county","2026-09-13","LOW","NO","","gta 6 lummox county;lummox county gta 6;where is lummox county gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","South Leonida bay","","unnamed-south-leonida-bay","bay","","South Leonida bay is a bay listed for GTA 6 on the GTA Fandom wiki.","South Leonida bay appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a bay. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: bay;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Unnamed_GTA_VI_south_Leonida_bay","2026-09-13","LOW","NO","","gta 6 south leonida bay;south leonida bay gta 6;where is south leonida bay gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Vice-Dale County","","vice-dale-county","county","","Vice-Dale County is a county listed for GTA 6 on the GTA Fandom wiki.","Vice-Dale County appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a county. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: county;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Vice-Dale_County","2026-09-13","LOW","NO","","gta 6 vice-dale county;vice-dale county gta 6;where is vice-dale county gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Waning Sands","","waning-sands","city","","Waning Sands is a city listed for GTA 6 on the GTA Fandom wiki.","Waning Sands appear on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a city. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: city;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Waning_Sands","2026-09-13","LOW","NO","","gta 6 waning sands;waning sands gta 6;where is waning sands gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Washington Beach","","washington-beach","neighborhood","","Washington Beach is a neighborhood listed for GTA 6 on the GTA Fandom wiki.","Washington Beach appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a neighborhood. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: neighborhood;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Washington_Beach_(HD_Universe)","2026-09-13","LOW","NO","","gta 6 washington beach;washington beach gta 6;where is washington beach gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Watson Bay","","watson-bay","town","","Watson Bay is a town listed for GTA 6 on the GTA Fandom wiki.","Watson Bay appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a town. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: town;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Watson_Bay","2026-09-13","LOW","NO","","gta 6 watson bay;watson bay gta 6;where is watson bay gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
"location","Yorktown","","yorktown","town","","Yorktown is a town listed for GTA 6 on the GTA Fandom wiki.","Yorktown appears on the GTA Fandom wiki as a Grand Theft Auto VI location. The wiki files it as a town. It is a geographic area rather than a single building, so it holds other places inside it. No coordinates, no district boundary and no in-game address are given with it. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Place type: town;Scope: area;Coordinates: not given;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Yorktown","2026-09-13","LOW","NO","","gta 6 yorktown;yorktown gta 6;where is yorktown gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/places), derived from GTA Wiki, CC BY-SA 3.0."
