"entity_type","name","alt_names","slug","category","subcategory","short_description","long_description","key_facts","real_world_basis","first_shown_in","first_shown_date","confirmed_status","source_tier","source_url","source_date","confidence","official_image_exists","related_entities","search_terms","notes"
"business","Annis","","annis","vehicles","vehicles","Annis is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Annis appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Annis","2026-09-13","LOW","NO","","gta 6 annis;annis gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Arrow Gasoline","","arrow-gasoline","gasoline","gasoline","Arrow Gasoline is a gasoline listed for GTA 6 on the GTA Fandom wiki.","Arrow Gasoline appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a gasoline. The wiki lists it across 1 place in the series: State of Leonida (See more). Leonida, Key Lento and Vice City are the GTA 6 entries in that list. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: gasoline;Listed locations: State of Leonida (See more);Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Arrow_Gasoline","2026-09-13","LOW","NO","","gta 6 arrow gasoline;arrow gasoline gta 6;gta 6 gasoline","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Artek","","artek","houseware","houseware","Artek is a houseware listed for GTA 6 on the GTA Fandom wiki.","Artek appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a houseware. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: houseware;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Artek","2026-09-13","LOW","NO","","gta 6 artek;artek gta 6;gta 6 houseware","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Atomic","","atomic","vehicleparts","vehicleparts","Atomic is a vehicleparts listed for GTA 6 on the GTA Fandom wiki.","Atomic appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicleparts. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicleparts;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Atomic","2026-09-13","LOW","NO","","gta 6 atomic;atomic gta 6;gta 6 vehicleparts","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Autograph","","autograph","airline","airline","Autograph is a airline listed for GTA 6 on the GTA Fandom wiki.","Autograph appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a airline. The wiki lists it across 3 places in the series: Vice City International Airport, Vice City, Leonida. Leonida, Key Lento and Vice City are the GTA 6 entries in that list. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: airline;Listed locations: Vice City International Airport, Vice City, Leonida;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Autograph","2026-09-13","LOW","NO","","gta 6 autograph;autograph gta 6;gta 6 airline","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Backside Skateboards","","backside-skateboards","fashion","fashion","Backside Skateboards are fashions listed for GTA 6 on the GTA Fandom wiki.","Backside Skateboards appear on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a fashion. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: fashion;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Backside_Skateboards","2026-09-13","LOW","NO","","gta 6 backside skateboards;backside skateboards gta 6;gta 6 fashion","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Ballfin","","ballfin","","","Ballfin is a business listed for GTA 6 on the GTA Fandom wiki.","Ballfin appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Ballfin","2026-09-13","LOW","NO","","gta 6 ballfin;ballfin gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Beast","","beast","sportsequipment","sportsequipment","Beast is a sportsequipment listed for GTA 6 on the GTA Fandom wiki.","Beast appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a sportsequipment. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: sportsequipment;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Beast_(brand)","2026-09-13","LOW","NO","","gta 6 beast;beast gta 6;gta 6 sportsequipment","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Benedict Light Beer","","benedict-light-beer","alcohol","alcohol","Benedict Light Beer is a alcohol listed for GTA 6 on the GTA Fandom wiki.","Benedict Light Beer appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a alcohol. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: alcohol;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Benedict_Light_Beer","2026-09-13","LOW","NO","","gta 6 benedict light beer;benedict light beer gta 6;gta 6 alcohol","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Benefactor","","benefactor","vehicles","vehicles","Benefactor is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Benefactor appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki lists it across 3 places in the series: Benefactor-Gallivanter Dealership, Los Santos, San Andreas. None of those entries name a GTA 6 location, so the GTA 6 listing rests on the wiki alone. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Listed locations: Benefactor-Gallivanter Dealership, Los Santos, San Andreas;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Benefactor","2026-09-13","LOW","NO","","gta 6 benefactor;benefactor gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Bilgeco","","bilgeco","shipping","shipping","Bilgeco is a shipping listed for GTA 6 on the GTA Fandom wiki.","Bilgeco appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a shipping. The wiki lists it across 10 places in the series: Port of Los Santos, Los Santos, San Andreas, LSIA, Los Santos, San Andreas, PortViceCity, Vice City, Vice-Dale County, Leonida. Leonida, Key Lento and Vice City are the GTA 6 entries in that list. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: shipping;Listed locations: Port of Los Santos, Los Santos, San Andreas, LSIA, Los Santos, San Andreas, PortViceCity, Vice City, Vice-Dale County, Leonida;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bilgeco","2026-09-13","LOW","NO","","gta 6 bilgeco;bilgeco gta 6;gta 6 shipping","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Bite!","","bite","fastfood","fastfood","Bite! is a fastfood listed for GTA 6 on the GTA Fandom wiki.","Bite! appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a fastfood. The wiki lists it across 7 places in the series: State of Alderney, Liberty City, Liberty, Los Santos, San Andreas, Vice City, Leonida (See more). Leonida, Key Lento and Vice City are the GTA 6 entries in that list. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: fastfood;Listed locations: State of Alderney, Liberty City, Liberty, Los Santos, San Andreas, Vice City, Leonida (See more);Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bite!","2026-09-13","LOW","NO","","gta 6 bite!;bite! gta 6;gta 6 fastfood","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Blarneys Stout","","blarneys-stout","Alcohol Beverage","Alcohol Beverage","Blarneys Stout is a Alcohol Beverage listed for GTA 6 on the GTA Fandom wiki.","Blarneys Stout appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a Alcohol Beverage. The wiki lists it across 2 places in the series: Port Tudor, Alderney Steinway Beer Garden Vinewood Boulevard. None of those entries name a GTA 6 location, so the GTA 6 listing rests on the wiki alone. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: Alcohol Beverage;Listed locations: Port Tudor, Alderney Steinway Beer Garden Vinewood Boulevard;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Blarneys_Stout","2026-09-13","LOW","NO","","gta 6 blarneys stout;blarneys stout gta 6;gta 6 Alcohol Beverage","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Blick","","blick","electronics","electronics","Blick is a electronics listed for GTA 6 on the GTA Fandom wiki.","Blick appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a electronics. The wiki lists it across 2 places in the series: Little Seoul, Los Santos. None of those entries name a GTA 6 location, so the GTA 6 listing rests on the wiki alone. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: electronics;Listed locations: Little Seoul, Los Santos;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Blick","2026-09-13","LOW","NO","","gta 6 blick;blick gta 6;gta 6 electronics","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Bobby Hurricane's","","bobby-hurricanes","fastfood","fastfood","Bobby Hurricane's are fastfoods listed for GTA 6 on the GTA Fandom wiki.","Bobby Hurricane's appear on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a fastfood. The wiki lists it across 2 places in the series: Vice Beach, Leonida (See more). Leonida, Key Lento and Vice City are the GTA 6 entries in that list. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: fastfood;Listed locations: Vice Beach, Leonida (See more);Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bobby_Hurricane's","2026-09-13","LOW","NO","","gta 6 bobby hurricane's;bobby hurricane's gta 6;gta 6 fastfood","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Bocadillos","","bocadillos","snack","snack","Bocadillos are snacks listed for GTA 6 on the GTA Fandom wiki.","Bocadillos appear on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a snack. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: snack;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bocadillos","2026-09-13","LOW","NO","","gta 6 bocadillos;bocadillos gta 6;gta 6 snack","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Boxtrax","","boxtrax","shipping","shipping","Boxtrax is a shipping listed for GTA 6 on the GTA Fandom wiki.","Boxtrax appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a shipping. Vehicles tied to it are given as Freight Train. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: shipping;Associated vehicles: Freight Train;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Boxtrax","2026-09-13","LOW","NO","Freight Train","gta 6 boxtrax;boxtrax gta 6;gta 6 shipping","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Bravado","","bravado","vehicles","vehicles","Bravado is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Bravado appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Bravado","2026-09-13","LOW","NO","","gta 6 bravado;bravado gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Brute","","brute","vehicles","vehicles","Brute is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Brute appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Brute_(HD_Universe)","2026-09-13","LOW","NO","","gta 6 brute;brute gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Buckingham","","buckingham","vehicles","vehicles","Buckingham is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Buckingham appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Buckingham","2026-09-13","LOW","NO","","gta 6 buckingham;buckingham gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Callus","","callus","","","Callus is a business listed for GTA 6 on the GTA Fandom wiki.","Callus appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Callus","2026-09-13","LOW","NO","","gta 6 callus;callus gta 6","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Canis","","canis","vehicles","vehicles","Canis is a vehicles listed for GTA 6 on the GTA Fandom wiki.","Canis appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a vehicles. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: vehicles;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Canis","2026-09-13","LOW","NO","","gta 6 canis;canis gta 6;gta 6 vehicles","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
"business","Capo","","capo","weapons","weapons","Capo is a weapons listed for GTA 6 on the GTA Fandom wiki.","Capo appears on the GTA Fandom wiki as a Grand Theft Auto VI business. The wiki describes it as a weapons. The wiki marks its story status as active. Grand Theft Auto VI has not released and Rockstar has published no list of its own, so this entry records what the wiki says and does not treat it as confirmed.","Business type: weapons;Story status: active;Source: GTA Fandom wiki, via outlawdb","","","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.fandom.com/wiki/Capo_(manufacturer)","2026-09-13","LOW","NO","","gta 6 capo;capo gta 6;gta 6 weapons","Data from outlawdb (https://outlawdb.com/en/gta-6/businesses), derived from GTA Wiki, CC BY-SA 3.0."
