"entity_type","name","alt_names","slug","category","subcategory","short_description","long_description","key_facts","real_world_basis","first_shown_in","first_shown_date","confirmed_status","source_tier","source_url","source_date","confidence","official_image_exists","related_entities","search_terms","notes"
"landmark","Ocean Beach","Ocean Drive","ocean-beach","neighborhood","beach district","A beachfront district of pastel art-deco hotels and white sand, Vice City's version of Miami's Ocean Drive.","Ocean Beach is a confirmed Vice City district built around pastel art-deco hotels and bright white beaches, visible extensively in Trailer 2. Press comparisons to real Miami note that landmarks such as the tower at 940 Ocean Drive appear closely recreated. It sits along Vice City's beachfront strip and functions as one of the game's signature visual locations, echoing the series' original Vice City aesthetic from 2002.","Pastel art-deco hotel architecture; based on Miami's Ocean Drive/South Beach strip; features closely-recreated real buildings such as 940 Ocean Drive; prominent in Trailer 2 footage.","Ocean Drive, Miami Beach, Florida","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.viceassist.com/location/ocean-beach","2026-01-01","MEDIUM","NO","Vice City;South Beach","gta 6 ocean beach;gta 6 ocean drive;is ocean beach based on miami;grand theft auto 6 beach location",""
"landmark","South Beach","Vice Beach","south-beach","neighborhood","beach district","A neon-lit nightlife strip north of Ocean Beach, Vice City's take on Miami's South Beach district.","South Beach is described in press coverage of Grand Theft Auto VI as sitting north of Ocean Beach and forming Vice City's main neon-lit nightlife strip, paralleling the real South Beach area of Miami Beach. Some outlets refer to the broader barrier-island district as Vice Beach, so the exact naming boundary between South Beach and Vice Beach in the final game has not been settled in press coverage.","North of Ocean Beach; described as Vice City's main nightlife strip; based on Miami's South Beach; naming overlap with a wider 'Vice Beach' district in press coverage.","South Beach, Miami Beach, Florida","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://themiamiguide.com/gta-6-miami/","2026-01-01","MEDIUM","NO","Ocean Beach;Vice City","gta 6 south beach;gta 6 vice beach;is south beach in gta 6;grand theft auto 6 nightlife district","Naming boundary between 'South Beach' and 'Vice Beach' is inconsistent across press sources."
"landmark","Little Cuba","Little Havana","little-cuba","neighborhood","cultural district","An inland Vice City district built around Cuban-American culture, based on Miami's Little Havana.","Little Cuba is reported by multiple press outlets as the cultural heart of inland Vice City, Rockstar's renamed version of Miami's real Little Havana neighborhood. It has appeared in trailer footage and official screenshots showing Cuban-American storefronts, street life and architecture, and is treated by press as one of the more firmly identified districts of the city, though Rockstar has not published a standalone Newswire post naming it.","Based on Miami's Little Havana; described as the cultural heart of inland Vice City; visible in trailer and screenshot material; Cuban-American storefronts and street life.","Little Havana, Miami, Florida","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://themiamiguide.com/gta-6-miami/","2026-01-01","MEDIUM","NO","Vice City;Downtown Vice City","gta 6 little cuba;gta 6 little havana;is little cuba based on little havana;grand theft auto 6 little cuba",""
"landmark","Little Haiti","","little-haiti","neighborhood","cultural district","A possible Vice City district identified by community and press analysis as based on Miami's Little Haiti, not yet formally confirmed by Rockstar.","Little Haiti has been suggested by community map analysis and picked up by some press coverage as a likely Vice City district, based on visual details spotted in trailer and map material and its real-world parallel, Miami's Little Haiti neighborhood. Coverage explicitly frames this as a finding rather than a confirmed Rockstar naming, so it should be treated as an identification rather than an official fact until Rockstar names it directly.","Identified through community/press map analysis, not a direct Rockstar naming; real-world parallel is Miami's Little Haiti; treated by covering outlets as a likely rather than confirmed district.","Little Haiti, Miami, Florida","Not Yet Shown","","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://www.sportskeeda.com/gta/news-gta-6-map-seemingly-features-haiti-location-per-new-finding","2026-01-01","LOW","NO","Little Cuba;Vice City","gta 6 little haiti;is little haiti in gta 6;gta 6 haiti neighborhood;grand theft auto 6 little haiti","Community/press identification based on map analysis; Rockstar has not named this district directly."
"landmark","Downtown Vice City","","downtown-vice-city","neighborhood","financial district","Vice City's financial core of ultramodern glass towers, based on Miami's Brickell district.","Downtown Vice City is described by press outlets as the financial core of the city, built around glass high-rises and modeled on Miami's Brickell district. Buildings such as Ten Museum Park and the Grayson Hotel are cited as real Miami structures closely recreated in this district, based on frame comparisons of official trailer footage against real Miami photography. This district appeared in Trailer 2 and has not been named or described in any official Rockstar material, so its exact boundaries, buildings and in-game name are not confirmed. Confidence in this record is medium, based on major press reporting rather than an official Rockstar source.","Modeled on Miami's Brickell financial district; ultramodern glass tower skyline; buildings compared to real Ten Museum Park and Grayson Hotel structures; visible in trailer skyline shots.","Brickell, Miami, Florida","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.miaminewtimes.com/news/new-gta-6-trailer-shows-more-miami-locations-in-vivid-detail-23040082/","2026-01-01","MEDIUM","NO","Vice City;Vice City International Airport","gta 6 downtown vice city;gta 6 brickell;is downtown vice city based on brickell;grand theft auto 6 skyline",""
"landmark","Stockyard","","stockyard","neighborhood","arts district","A Vice City arts and warehouse district identified by press as based on Miami's Wynwood neighborhood.","Stockyard is named in press map breakdowns of Grand Theft Auto VI as a Vice City district modeled on Miami's Wynwood arts district, known in real life for street murals and converted warehouse spaces. Coverage places it among the confirmed named districts drawn from official map and trailer material, though it has received less direct visual attention in trailers than beachfront areas.","Modeled on Miami's Wynwood arts district; warehouse and mural-driven aesthetic implied by its real-world basis; named in press map breakdowns of official material.","Wynwood, Miami, Florida","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.pcgamesn.com/grand-theft-auto-6/map","2026-01-01","MEDIUM","NO","Vice City;Downtown Vice City","gta 6 stockyard;gta 6 wynwood;is stockyard based on wynwood;grand theft auto 6 arts district",""
"landmark","The Marina","","the-marina","neighborhood","waterfront district","A quieter, wealthier waterfront section of Vice City with boats, jet skis and luxury properties, seen in Trailer 2.","The Marina is described in press coverage as a quieter, more affluent section of Vice City visible in Trailer 2, featuring boats, jet skis and luxury waterfront homes distinct from the neon nightlife of the beach districts. It is treated by outlets as a confirmed but still loosely bounded district, without a dedicated Rockstar Newswire naming. No official map, exact borders or full name have been published by Rockstar for this area, so its size, location and final in-game title are not verified. Confidence here is medium, reflecting press-only sourcing rather than a first-party confirmation.","Quieter, wealthier waterfront district; boats, jet skis and luxury properties visible in Trailer 2; contrasts with the nightlife-driven beach districts.","","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.pcgamesn.com/grand-theft-auto-6/map","2026-01-01","MEDIUM","NO","Vice City;Ocean Beach","gta 6 marina;gta 6 luxury waterfront;grand theft auto 6 marina district",""
"brand","Vapid","","vapid","brand","vehicle manufacturer","Vapid is a long-running fictional vehicle manufacturer in the Grand Theft Auto series, parodying mass-market American car brands led by Ford.","Vapid is a returning fictional vehicle brand confirmed in Grand Theft Auto VI trailer footage, continuing its role from earlier Grand Theft Auto games as the series' stand-in for mainstream American car manufacturing, led by Ford. Vehicles bearing the Vapid badge appear in both official trailers, including designs echoing real muscle cars, pickups and mass-market sedans, reinforcing its blue-collar, everyman positioning within Leonida's vehicle culture.","Long-running GTA series brand; parody centered on Ford-led American mass-market vehicles; vehicles confirmed visible in both official trailers; represents everyday, blue-collar vehicle culture in Leonida.","Ford Motor Company","Trailer 2","2026-05-06","OFFICIAL_CONFIRMED","TIER_2_MAJOR_PRESS","https://www.thedrive.com/news/new-gta-6-trailer-is-here-and-vice-citys-cars-have-never-looked-better","2026-01-01","HIGH","NO","Grotti;Dinka;Shitzu","gta 6 vapid;vapid brand gta 6;what is vapid based on;grand theft auto 6 vapid cars",""
"brand","Grotti","","grotti","brand","vehicle manufacturer","Grotti is a fictional Italian exotic car brand in Grand Theft Auto, parodying Ferrari-led Italian supercar manufacturing.","Grotti is a returning fictional vehicle brand in Grand Theft Auto VI, identified by press analysis of the trailer footage rather than by a Rockstar model list. It has been the series' Ferrari-inspired Italian exotic marque since Grand Theft Auto III, and it fills the same role in Leonida. Writers covering the trailers have pointed to Grotti shapes in the traffic along the Ocean Drive style strip, where the brand reads as the car you buy once you have made money in Vice City. Treat the individual model names as press identification, not confirmation. Rockstar has not published a vehicle list for the game, so no site can honestly give you one yet.","Fictional Italian exotic-car brand; parody centered on Ferrari; Grotti Carbonizzare and Cheetah Classic identified in trailer scenes; associated with Vice City's wealthy beachfront strip.","Ferrari","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.overtake.gg/news/cars-we-spotted-in-the-new-grand-theft-auto-6-trailer.3166/","2026-01-01","HIGH","NO","Vapid;Dinka;Shitzu","gta 6 grotti;grotti brand gta 6;is grotti based on ferrari;grand theft auto 6 grotti cars",""
"brand","Dinka","","dinka","brand","vehicle manufacturer","Dinka is a fictional Japanese vehicle brand in Grand Theft Auto, parodying Honda-led Japanese mobility and performance manufacturing.","Dinka is a returning fictional vehicle brand identified in Grand Theft Auto VI trailer material, continuing its established role in the series as a Honda-inspired Japanese manufacturer spanning economy cars, motorcycles and performance models. Press coverage of Trailer 2 confirms Dinka-badged vehicles among the traffic and background vehicles shown in Vice City street scenes. The brand's full lineup for this game, including specific models, dealership presence and pricing, has not been detailed in any official Rockstar material, so only its presence in trailer traffic is confirmed. Confidence in this record is high, since it rests on major press review of official trailer footage.","Fictional Japanese vehicle brand; parody centered on Honda-led mobility and performance manufacturing; identified in Trailer 2 street scenes; spans economy and performance vehicle lines in past games.","Honda","Trailer 2","2026-05-06","OFFICIAL_CONFIRMED","TIER_2_MAJOR_PRESS","https://gta6data.com/gta-vehicle-brands-explained/","2026-01-01","HIGH","NO","Vapid;Grotti;Shitzu","gta 6 dinka;dinka brand gta 6;is dinka based on honda;grand theft auto 6 dinka cars",""
"brand","Shitzu","","shitzu","brand","vehicle/marine manufacturer","Shitzu is a fictional brand in Grand Theft Auto associated with Japanese motorcycles and marine vehicles such as jet skis.","Shitzu is a returning fictional brand in Grand Theft Auto VI, so far referenced only in press coverage of the game's vehicle culture. Across the series it has covered Japanese style motorcycles and marine craft, and the jet ski is the model most players remember. Vice City is built around water, with canals, a marina and open coast, so a marine line fits the setting closely. That reasoning is ours and the press coverage, not Rockstar's. No Shitzu model has been named in official trailer material, and Rockstar has published no vehicle list. If a named Shitzu model is confirmed later, this entry changes and the checked date at the bottom moves with it.","Fictional brand covering motorcycles and marine vehicles; parody rooted in Japanese motorcycle and marine manufacturing; long-running Grand Theft Auto series brand; specific GTA VI model names not yet confirmed.","","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://gta6data.com/gta-vehicle-brands-explained/","2026-01-01","MEDIUM","NO","Vapid;Grotti;Dinka","gta 6 shitzu;shitzu brand gta 6;shitzu jet ski gta 6;grand theft auto 6 shitzu",""
"brand","Crest","Crest Kayaks","crest","brand","outdoor/marine equipment","Crest is a fictional kayak brand identified in official Grand Theft Auto VI screenshot and promotional material set in Mount Kalaga National Park.","Crest Kayaks is a fictional outdoor-equipment brand identified by community wiki sources in an official Grand Theft Auto VI screenshot and a postcard-style promotional video associated with Mount Kalaga National Park on Rockstar's promotional site. Its name and logo style closely mirror the real-world kayak manufacturer Crescent Kayaks, continuing the series' pattern of lightly disguised real-brand parodies for outdoor equipment.","Fictional kayak brand; identified in an official screenshot and promotional postcard video; associated with Mount Kalaga National Park; name and logo style closely echo real-world brand Crescent Kayaks.","Crescent Kayaks","Screenshots","2026-01-01","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://gta.wiki/w/Crest","2026-01-01","MEDIUM","YES","Mount Kalaga National Park","gta 6 crest kayaks;crest brand gta 6;what is crest based on;grand theft auto 6 kayak brand",""
"brand","Ammu-Nation","Phil's Ammu-Nation","ammu-nation","brand","gun store","Ammu-Nation is the long-running fictional firearms retail chain of the Grand Theft Auto series, shown as 'Phil's Ammu-Nation' in a GTA VI trailer commercial.","Ammu-Nation is the Grand Theft Auto series' recurring fictional gun store chain, and it returns in Grand Theft Auto VI as shown through an in-universe television commercial for a location branded 'Phil's Ammu-Nation' in official trailer footage. Press coverage of the trailer highlights the commercial's tagline, 'We got more guns than the law allows,' as a piece of satirical in-world advertising consistent with the series' long-standing tone toward American gun culture and retail.","Long-running Grand Theft Auto firearms retail chain; shown via an in-universe TV commercial in trailer footage; local franchise branded 'Phil's Ammu-Nation'; tagline 'We got more guns than the law allows' confirmed by press coverage.","","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://www.thedrive.com/news/new-gta-6-trailer-is-here-and-vice-citys-cars-have-never-looked-better","2026-01-01","HIGH","NO","","gta 6 ammu-nation;phil's ammu-nation gta 6;ammu nation commercial gta 6;grand theft auto 6 gun store",""
"brand","Sprunk","","sprunk","brand","soft drink","Sprunk is the Grand Theft Auto series' long-running fictional soda brand, returning in Grand Theft Auto VI as a rival to eCola.","Sprunk is a returning fictional soft-drink brand confirmed in Grand Theft Auto VI's official trailers, where its vending machines and billboards appear across Vice City. It has served as the series' answer to Coca-Cola since Grand Theft Auto: Vice City in 2002, and its long-standing rivalry with the in-universe brand eCola, itself a nod to the Coke-versus-Pepsi rivalry, continues into Grand Theft Auto VI.","Long-running Grand Theft Auto soft-drink brand; vending machines and billboards visible in both official trailers; rival brand to eCola since 2002; functions as the series' Coca-Cola-style parody.","Coca-Cola","Trailer 1","2023-12-05","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://gta.fandom.com/wiki/Sprunk_(HD_Universe)","2026-01-01","HIGH","NO","eCola","gta 6 sprunk;sprunk vs ecola gta 6;is sprunk based on coca cola;grand theft auto 6 sprunk",""
"brand","eCola","","ecola","brand","soft drink","eCola is the Grand Theft Auto series' long-running fictional cola brand and rival to Sprunk, confirmed to return in Grand Theft Auto VI.","eCola is the Grand Theft Auto series' other major fictional soda brand, and it has been the in universe rival to Sprunk since Grand Theft Auto: Vice City in 2002. The pairing mirrors the real Coca-Cola and Pepsi rivalry, down to the red branding and the fight for shelf space. Press coverage of the Grand Theft Auto VI trailers places eCola on signage and vending machines around Vice City, next to Sprunk as usual. That is press identification of background art, not a Rockstar statement, so we file it as press reported. Expect it on machines, billboards and shop fronts. Do not expect a mission, a shop or anything you can interact with, because none has been shown.","Long-running Grand Theft Auto soft-drink brand; rival to Sprunk since 2002; pairing mirrors the real Coca-Cola vs Pepsi rivalry; confirmed present in Grand Theft Auto VI trailer signage.","Pepsi","Trailer 1","2023-12-05","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://gta.fandom.com/wiki/Sprunk_(HD_Universe)","2026-01-01","HIGH","NO","Sprunk","gta 6 ecola;ecola brand gta 6;sprunk vs ecola;grand theft auto 6 ecola",""
"brand","Burger Shot","","burger-shot","brand","fast food","Burger Shot is the Grand Theft Auto series' long-running fictional fast-food chain, confirmed to return in Grand Theft Auto VI with a visible restaurant location in Trailer 2.","Burger Shot is a returning fictional fast-food brand confirmed in Grand Theft Auto VI's second trailer, where a Burger Shot restaurant is clearly visible along a Vice City boulevard complete with its classic logo and a drive-through lane. It continues the series' long-standing satire of American fast-food chains, having appeared in Grand Theft Auto games since the mid-2000s. Menu items, interior details, opening hours or any in-game story role for this location have not been shown or confirmed in official material, so only the exterior building and signage are verified. Confidence in this record is high, based on clear major press coverage of official trailer footage.","Long-running Grand Theft Auto fast-food brand; full restaurant location visible in Trailer 2 with drive-through lane; classic logo confirmed intact; satirizes American fast-food chains.","","Trailer 2","2026-05-06","PRESS_REPORTED","TIER_2_MAJOR_PRESS","https://gamerant.com/grand-theft-auto-6-gta6-ingame-brands-make-potential-return/","2026-01-01","HIGH","NO","","gta 6 burger shot;burger shot gta 6 trailer;is burger shot in gta 6;grand theft auto 6 fast food",""
"brand","Bean Machine","","bean-machine","brand","coffee","Bean Machine is a fictional coffee brand referenced among Grand Theft Auto VI's confirmed consumable items.","Bean Machine is listed by fan-maintained item databases as a coffee-related consumable brand appearing in Grand Theft Auto VI, part of a wider set of food and drink brands documented from trailer and screenshot material. Coverage of this brand is thinner than for headline names like Sprunk or Burger Shot, and it has not been independently confirmed through a dedicated Rockstar Newswire post or clearly legible trailer signage.","Fictional coffee brand; listed among Grand Theft Auto VI's documented consumable items; sourced mainly from fan-maintained item databases rather than a direct Rockstar statement; visual confirmation in trailer material is limited.","","Screenshots","2026-01-01","COMMUNITY_IDENTIFIED","TIER_3_COMMUNITY","https://www.gtacodex.com/items","2026-01-01","LOW","NO","","gta 6 bean machine;bean machine coffee gta 6;gta 6 coffee brand;grand theft auto 6 consumables","Sourced from fan-maintained item database; not verified against a direct Rockstar statement or clearly legible trailer signage."
